"id_client"	"p_resiliation"
"ID_981128396877"	0.925
"ID_341581257825"	0.925
"ID_132422205216"	0.925
"ID_738829160733"	0.925
"ID_278688720650"	0.925
"ID_368576222224"	0.925
"ID_560678513004"	0.925
"ID_107549279280"	0.925
"ID_157273769452"	0.925
"ID_338129344926"	0.925
"ID_492299855078"	0.925
"ID_855743265876"	0.925
"ID_939510743897"	0.925
"ID_314724612010"	0.925
"ID_137626423704"	0.925
"ID_909612958371"	0.925
"ID_288814494707"	0.925
"ID_397118667838"	0.925
"ID_599891883694"	0.91875
"ID_988213324169"	0.91875
"ID_472004860627"	0.91875
"ID_988908228366"	0.91875
"ID_935856180469"	0.91875
"ID_972584820200"	0.91875
"ID_842501938409"	0.91875
"ID_241001914973"	0.91875
"ID_900096119940"	0.91875
"ID_988264020015"	0.91875
"ID_530370265679"	0.91875
"ID_206543317580"	0.91875
"ID_548887750157"	0.91875
"ID_474139934207"	0.91875
"ID_793266460622"	0.91875
"ID_114021574526"	0.91875
"ID_930449196617"	0.9125
"ID_820693088845"	0.9125
"ID_314240617870"	0.9125
"ID_799245967017"	0.9125
"ID_803465965252"	0.9125
"ID_673708109778"	0.9125
"ID_636481793288"	0.9125
"ID_923049337334"	0.9125
"ID_246432978356"	0.9125
"ID_304607516995"	0.9125
"ID_970164725031"	0.9125
"ID_739850615077"	0.9125
"ID_871958257478"	0.9125
"ID_864923380206"	0.9125
"ID_553719702761"	0.9125
"ID_204952386676"	0.9125
"ID_659138760697"	0.9125
"ID_746048549258"	0.9125
"ID_802149269265"	0.9125
"ID_858627729797"	0.9125
"ID_374918629404"	0.9125
"ID_882149216757"	0.9125
"ID_955702896489"	0.9125
"ID_564609456279"	0.9125
"ID_658045951630"	0.9125
"ID_516111963576"	0.90625
"ID_295362411903"	0.90625
"ID_544515783826"	0.90625
"ID_741436248199"	0.90625
"ID_462474047468"	0.90625
"ID_424788510811"	0.90625
"ID_826509486337"	0.90625
"ID_244885917494"	0.90625
"ID_238044862094"	0.90625
"ID_731522055171"	0.90625
"ID_495776371376"	0.90625
"ID_510618093335"	0.90625
"ID_320203821883"	0.90625
"ID_318024008636"	0.90625
"ID_263328784175"	0.90625
"ID_778933065887"	0.90625
"ID_958324207626"	0.90625
"ID_298191403550"	0.90625
"ID_718189580374"	0.90625
"ID_410861732676"	0.90625
"ID_554382648857"	0.90625
"ID_871819239842"	0.90625
"ID_233689993170"	0.90625
"ID_176545633178"	0.90625
"ID_807789445206"	0.90625
"ID_750214305264"	0.90625
"ID_956581630910"	0.90625
"ID_385739610663"	0.90625
"ID_741687095092"	0.90625
"ID_992124631997"	0.90625
"ID_261812029342"	0.90625
"ID_236819717445"	0.90625
"ID_236797126959"	0.90625
"ID_845602989870"	0.90625
"ID_492696564688"	0.90625
"ID_430518272114"	0.90625
"ID_176118644781"	0.90625
"ID_416997592997"	0.90625
"ID_925846239285"	0.90625
"ID_574653490435"	0.90625
"ID_935474525595"	0.90625
"ID_743554675739"	0.90625
"ID_139202352259"	0.90625
"ID_309724356239"	0.90625
"ID_808295827828"	0.90625
"ID_792428570377"	0.90625
"ID_748106727259"	0.90625
"ID_686904570594"	0.90625
"ID_987197600532"	0.90625
"ID_596395397930"	0.90625
"ID_459426334249"	0.90625
"ID_382066863953"	0.90625
"ID_409108081790"	0.90625
"ID_215846436758"	0.90625
"ID_338963912166"	0.90625
"ID_607212436342"	0.90625
"ID_995462358229"	0.90625
"ID_487616498111"	0.90625
"ID_642467025780"	0.90625
"ID_278682959768"	0.90625
"ID_565151296866"	0.90625
"ID_713885123149"	0.90625
"ID_834486436720"	0.90625
"ID_819683027603"	0.90625
"ID_897129249339"	0.90625
"ID_567216213917"	0.90625
"ID_255346972707"	0.90625
"ID_178813429586"	0.90625
"ID_542386269123"	0.90625
"ID_631787219239"	0.90625
"ID_719868399305"	0.90625
"ID_518190311789"	0.90625
"ID_722543106099"	0.90625
"ID_727199235711"	0.90625
"ID_897380715654"	0.90625
"ID_367698286598"	0.90625
"ID_299930792209"	0.90625
"ID_652084242949"	0.90625
"ID_511899776017"	0.90625
"ID_887828807760"	0.90625
"ID_740714210524"	0.90625
"ID_100131204026"	0.90625
"ID_774522411206"	0.90625
"ID_159576356206"	0.90625
"ID_345631452112"	0.90625
"ID_636089385271"	0.90625
"ID_233734694279"	0.90625
"ID_859200948877"	0.90625
"ID_792097628113"	0.90625
"ID_571002890389"	0.90625
"ID_129367609196"	0.90625
"ID_650587294554"	0.90625
"ID_170596348155"	0.90625
"ID_775927085744"	0.90625
"ID_267297170249"	0.90625
"ID_737859723222"	0.90625
"ID_658173017510"	0.90625
"ID_387361759547"	0.9
"ID_348274415800"	0.9
"ID_970862722570"	0.9
"ID_592074987847"	0.9
"ID_712969708682"	0.9
"ID_199603549763"	0.9
"ID_600128170382"	0.9
"ID_451800661046"	0.9
"ID_981732231696"	0.9
"ID_837712604430"	0.9
"ID_880511674509"	0.9
"ID_431542325267"	0.9
"ID_498402680642"	0.9
"ID_489862991492"	0.9
"ID_698725212830"	0.9
"ID_388658916479"	0.9
"ID_500329041481"	0.9
"ID_526271645364"	0.9
"ID_448736403207"	0.9
"ID_108890399294"	0.9
"ID_755857066603"	0.9
"ID_350547794136"	0.9
"ID_904794769690"	0.9
"ID_838247936470"	0.9
"ID_334452293270"	0.9
"ID_181621106473"	0.9
"ID_932156499351"	0.9
"ID_414195482952"	0.9
"ID_857230156407"	0.9
"ID_388560447557"	0.9
"ID_913565583953"	0.9
"ID_364033480065"	0.89375
"ID_454239294470"	0.89375
"ID_328315340368"	0.89375
"ID_445821397726"	0.89375
"ID_638129418547"	0.89375
"ID_398804967198"	0.89375
"ID_716437672924"	0.89375
"ID_110335903759"	0.89375
"ID_191291849218"	0.89375
"ID_698691233852"	0.89375
"ID_142489558245"	0.89375
"ID_668818071004"	0.89375
"ID_406948273213"	0.89375
"ID_944233738884"	0.89375
"ID_480265103411"	0.89375
"ID_270234782142"	0.89375
"ID_523073747718"	0.89375
"ID_683637842435"	0.89375
"ID_107122348718"	0.89375
"ID_784304669725"	0.89375
"ID_162780280440"	0.89375
"ID_796679540582"	0.89375
"ID_757619124119"	0.89375
"ID_596990793430"	0.89375
"ID_853700749461"	0.89375
"ID_898958282871"	0.89375
"ID_681609501495"	0.89375
"ID_770159025849"	0.89375
"ID_356847394098"	0.89375
"ID_862996201293"	0.89375
"ID_888279843837"	0.89375
"ID_246498305232"	0.89375
"ID_679544137269"	0.89375
"ID_364214034641"	0.89375
"ID_775773435820"	0.89375
"ID_175619647873"	0.89375
"ID_317799450745"	0.89375
"ID_854225302373"	0.89375
"ID_542154785265"	0.89375
"ID_884066897716"	0.89375
"ID_882252773914"	0.89375
"ID_504463986868"	0.89375
"ID_596527537376"	0.89375
"ID_969468712746"	0.89375
"ID_645878111266"	0.89375
"ID_453904666684"	0.89375
"ID_585882805747"	0.89375
"ID_291921316689"	0.89375
"ID_978808067729"	0.89375
"ID_127948226513"	0.89375
"ID_773641753976"	0.89375
"ID_756647824150"	0.89375
"ID_110908587655"	0.89375
"ID_428593830731"	0.89375
"ID_865076391010"	0.89375
"ID_705596615749"	0.89375
"ID_130630980353"	0.89375
"ID_443680225892"	0.89375
"ID_141783075706"	0.89375
"ID_191028978904"	0.89375
"ID_223792240826"	0.89375
"ID_597399823180"	0.8875
"ID_213694205840"	0.8875
"ID_724926973844"	0.8875
"ID_702349090112"	0.8875
"ID_747763039473"	0.8875
"ID_781578146425"	0.8875
"ID_617997141144"	0.8875
"ID_708748513092"	0.8875
"ID_202620016086"	0.8875
"ID_543143692260"	0.8875
"ID_646061992201"	0.8875
"ID_325352648983"	0.8875
"ID_655186296466"	0.8875
"ID_850656179036"	0.8875
"ID_146472861593"	0.8875
"ID_785693086724"	0.8875
"ID_171473871391"	0.8875
"ID_519212590912"	0.8875
"ID_930032930770"	0.8875
"ID_481478688578"	0.8875
"ID_973133967711"	0.8875
"ID_861695370572"	0.8875
"ID_943858600940"	0.8875
"ID_536566869233"	0.8875
"ID_101453162172"	0.88125
"ID_573188235691"	0.88125
"ID_928659993470"	0.88125
"ID_968396490472"	0.88125
"ID_538735440252"	0.88125
"ID_353242671561"	0.88125
"ID_493275844303"	0.88125
"ID_713026810397"	0.88125
"ID_296096533349"	0.88125
"ID_631395690065"	0.88125
"ID_599406544678"	0.88125
"ID_942550027856"	0.88125
"ID_150185375405"	0.88125
"ID_552311008681"	0.88125
"ID_327295388899"	0.88125
"ID_631243496077"	0.88125
"ID_987840235181"	0.88125
"ID_434716360473"	0.88125
"ID_456948281572"	0.875
"ID_886666388245"	0.875
"ID_720611259304"	0.875
"ID_231073000390"	0.875
"ID_290930121434"	0.875
"ID_516086875701"	0.875
"ID_411037584586"	0.875
"ID_261262326530"	0.875
"ID_708524510082"	0.875
"ID_827833104519"	0.875
"ID_544317782737"	0.875
"ID_570637185858"	0.875
"ID_150363848335"	0.875
"ID_438776944130"	0.875
"ID_660639799461"	0.875
"ID_751761278115"	0.875
"ID_328554753926"	0.875
"ID_842863346796"	0.875
"ID_662857510644"	0.875
"ID_179785069022"	0.875
"ID_203294262664"	0.86875
"ID_687497240299"	0.86875
"ID_157042376956"	0.86875
"ID_609224454364"	0.86875
"ID_133349184614"	0.86875
"ID_580727823396"	0.86875
"ID_127119530797"	0.86875
"ID_732031534906"	0.86875
"ID_376171498036"	0.86875
"ID_297115855337"	0.86875
"ID_670904666591"	0.86875
"ID_709584317501"	0.86875
"ID_646235531963"	0.86875
"ID_492058150327"	0.86875
"ID_152992385511"	0.86875
"ID_685412520163"	0.86875
"ID_737975669670"	0.86875
"ID_330380443917"	0.86875
"ID_113328684081"	0.86875
"ID_913883721183"	0.86875
"ID_726234445128"	0.8625
"ID_367768298121"	0.8625
"ID_854346258684"	0.8625
"ID_622559423615"	0.8625
"ID_922040950377"	0.8625
"ID_973063072317"	0.8625
"ID_650683844439"	0.8625
"ID_212670820305"	0.8625
"ID_599707813747"	0.8625
"ID_332465964943"	0.8625
"ID_350965583814"	0.8625
"ID_819235986340"	0.8625
"ID_629487821380"	0.8625
"ID_471911766600"	0.8625
"ID_127118265967"	0.8625
"ID_490367239244"	0.8625
"ID_573331579228"	0.8625
"ID_995862301577"	0.8625
"ID_692355072448"	0.8625
"ID_500715060393"	0.8625
"ID_339779998148"	0.8625
"ID_390363916285"	0.8625
"ID_791518698443"	0.8625
"ID_914001418610"	0.8625
"ID_415821620364"	0.8625
"ID_921960624504"	0.8625
"ID_656459706210"	0.8625
"ID_285283081134"	0.8625
"ID_962674184033"	0.85625
"ID_295294499628"	0.85625
"ID_829948191871"	0.85625
"ID_479328718679"	0.85625
"ID_616870270957"	0.85625
"ID_954490320084"	0.85625
"ID_481415277385"	0.85625
"ID_295519287184"	0.85625
"ID_680130170602"	0.85625
"ID_373955655179"	0.85625
"ID_130258792001"	0.85625
"ID_735196505922"	0.85625
"ID_704095956685"	0.85625
"ID_159125129859"	0.85625
"ID_215436142178"	0.85625
"ID_181031315532"	0.85625
"ID_619417667957"	0.85625
"ID_358323172321"	0.85625
"ID_622487889939"	0.85625
"ID_479265667069"	0.85625
"ID_690204636096"	0.85625
"ID_327000810265"	0.85625
"ID_544830391437"	0.85625
"ID_332478448112"	0.85625
"ID_678904872564"	0.85625
"ID_944811024025"	0.85625
"ID_559975384483"	0.85625
"ID_181300945851"	0.85625
"ID_497995205735"	0.85625
"ID_496394315453"	0.85625
"ID_477024095960"	0.85625
"ID_550334498496"	0.85625
"ID_485796317126"	0.85625
"ID_222495804318"	0.85625
"ID_194420970834"	0.85625
"ID_958054511928"	0.85625
"ID_402796718247"	0.85625
"ID_756423125861"	0.85
"ID_367185167022"	0.85
"ID_603691948999"	0.85
"ID_441714224937"	0.85
"ID_439016316616"	0.85
"ID_603572884064"	0.85
"ID_557723980144"	0.85
"ID_375658222556"	0.85
"ID_926961409593"	0.85
"ID_694668329365"	0.85
"ID_614415091655"	0.85
"ID_427998563055"	0.85
"ID_627866807826"	0.85
"ID_346501507073"	0.85
"ID_482595271656"	0.85
"ID_762003537995"	0.85
"ID_604608432997"	0.85
"ID_901638690197"	0.85
"ID_907615054216"	0.85
"ID_785578904248"	0.85
"ID_884773005166"	0.85
"ID_258256504386"	0.85
"ID_664411936684"	0.85
"ID_167355522591"	0.84375
"ID_689083600970"	0.84375
"ID_170246107397"	0.84375
"ID_369989667586"	0.84375
"ID_829695993815"	0.84375
"ID_438479498466"	0.84375
"ID_700518046180"	0.84375
"ID_996635047671"	0.84375
"ID_943918101137"	0.84375
"ID_547625938872"	0.84375
"ID_657257135751"	0.84375
"ID_560180546232"	0.84375
"ID_788427390944"	0.84375
"ID_606378138581"	0.84375
"ID_462228201219"	0.84375
"ID_503401640571"	0.84375
"ID_225229398173"	0.84375
"ID_385656175523"	0.84375
"ID_553128654535"	0.84375
"ID_271588047953"	0.84375
"ID_187487204041"	0.84375
"ID_542167385361"	0.84375
"ID_316303669110"	0.84375
"ID_485526350693"	0.84375
"ID_872928927128"	0.84375
"ID_868066350402"	0.84375
"ID_998636336019"	0.84375
"ID_882667357513"	0.84375
"ID_530802564850"	0.84375
"ID_333542594422"	0.8375
"ID_734979690395"	0.8375
"ID_968381375805"	0.8375
"ID_788277469710"	0.8375
"ID_152048322117"	0.8375
"ID_537536069955"	0.8375
"ID_846794004667"	0.8375
"ID_880733738365"	0.8375
"ID_664005672542"	0.8375
"ID_215708136193"	0.8375
"ID_148610987863"	0.8375
"ID_745334991974"	0.8375
"ID_183320930453"	0.8375
"ID_900598855596"	0.8375
"ID_558995696743"	0.8375
"ID_303431245547"	0.8375
"ID_425660703157"	0.8375
"ID_989732363489"	0.8375
"ID_247920287143"	0.8375
"ID_739831340890"	0.8375
"ID_741478698767"	0.8375
"ID_879545199582"	0.8375
"ID_975305829884"	0.8375
"ID_672599090530"	0.8375
"ID_274353910878"	0.8375
"ID_944470318521"	0.8375
"ID_847928045154"	0.8375
"ID_136106785078"	0.8375
"ID_553260193417"	0.8375
"ID_782640191392"	0.8375
"ID_544189194704"	0.8375
"ID_971843871694"	0.8375
"ID_526517539810"	0.8375
"ID_114150326845"	0.8375
"ID_850960225868"	0.8375
"ID_495015226256"	0.8375
"ID_848849978647"	0.8375
"ID_549196725967"	0.8375
"ID_956006249718"	0.8375
"ID_689881619760"	0.8375
"ID_299637866905"	0.8375
"ID_721733682054"	0.8375
"ID_717000730204"	0.8375
"ID_246629515545"	0.8375
"ID_209556632726"	0.8375
"ID_364297310107"	0.83125
"ID_439901009314"	0.83125
"ID_307435128562"	0.83125
"ID_176613162820"	0.83125
"ID_934962622651"	0.83125
"ID_909310011244"	0.83125
"ID_112932694057"	0.83125
"ID_422786727093"	0.83125
"ID_276498409070"	0.83125
"ID_217273618801"	0.83125
"ID_391921895832"	0.83125
"ID_809840662456"	0.83125
"ID_211207527347"	0.83125
"ID_528526725168"	0.83125
"ID_645147738208"	0.83125
"ID_712313774467"	0.83125
"ID_940026701167"	0.83125
"ID_197923768590"	0.83125
"ID_724255768221"	0.83125
"ID_997817795397"	0.825
"ID_638696376765"	0.825
"ID_920196816428"	0.825
"ID_205106186636"	0.825
"ID_633486649689"	0.825
"ID_887858016597"	0.825
"ID_881646375070"	0.825
"ID_177695502470"	0.825
"ID_722133775019"	0.825
"ID_700130042015"	0.825
"ID_982325458798"	0.825
"ID_804762324227"	0.825
"ID_991050121044"	0.825
"ID_265090259567"	0.825
"ID_427064059641"	0.825
"ID_368536578337"	0.825
"ID_102671703977"	0.825
"ID_166412553455"	0.825
"ID_811884252174"	0.825
"ID_257191989272"	0.825
"ID_600569187152"	0.81875
"ID_404459023990"	0.81875
"ID_497694371267"	0.81875
"ID_412218518468"	0.81875
"ID_853794533319"	0.81875
"ID_426955200931"	0.81875
"ID_210637019812"	0.81875
"ID_858137226691"	0.81875
"ID_681201596596"	0.81875
"ID_590829623952"	0.81875
"ID_444958290944"	0.81875
"ID_101564976341"	0.81875
"ID_129597398653"	0.81875
"ID_287852224143"	0.81875
"ID_769356497596"	0.81875
"ID_668552554943"	0.81875
"ID_668981727245"	0.8125
"ID_635664986882"	0.8125
"ID_241652282766"	0.8125
"ID_215579297541"	0.8125
"ID_442867197629"	0.8125
"ID_383335491821"	0.8125
"ID_578455957155"	0.8125
"ID_277563678556"	0.8125
"ID_609522420545"	0.8125
"ID_769576544347"	0.8125
"ID_305169307350"	0.8125
"ID_652039360372"	0.8125
"ID_248714349255"	0.8125
"ID_340251921509"	0.8125
"ID_800641004881"	0.8125
"ID_372791212691"	0.8125
"ID_450709436578"	0.8125
"ID_307315870005"	0.8125
"ID_746012572872"	0.8125
"ID_119042759491"	0.8125
"ID_312215919286"	0.8125
"ID_939114546422"	0.8125
"ID_684189005375"	0.8125
"ID_334227097516"	0.8125
"ID_761166208080"	0.8125
"ID_157131797614"	0.8125
"ID_463441876491"	0.8125
"ID_273237176506"	0.8125
"ID_180900547365"	0.8125
"ID_579125305768"	0.8125
"ID_352588210047"	0.8125
"ID_737956351898"	0.8125
"ID_597886987355"	0.8125
"ID_908805868267"	0.80625
"ID_122943075710"	0.80625
"ID_349017345788"	0.80625
"ID_370399213243"	0.80625
"ID_928033494823"	0.80625
"ID_848995007365"	0.80625
"ID_179237592863"	0.80625
"ID_311385799065"	0.80625
"ID_671430790690"	0.80625
"ID_531979606176"	0.80625
"ID_283560258888"	0.80625
"ID_882159401189"	0.80625
"ID_530871133428"	0.80625
"ID_518867072937"	0.80625
"ID_666675843469"	0.80625
"ID_846870862528"	0.80625
"ID_255623666875"	0.80625
"ID_285379583242"	0.80625
"ID_448891929839"	0.80625
"ID_203779650295"	0.80625
"ID_218353300969"	0.80625
"ID_835681237204"	0.80625
"ID_783280076777"	0.80625
"ID_230986727975"	0.80625
"ID_135206510422"	0.80625
"ID_998226591292"	0.80625
"ID_154859707996"	0.80625
"ID_316205011595"	0.80625
"ID_225950227597"	0.80625
"ID_185908547596"	0.80625
"ID_817532721170"	0.80625
"ID_242296020893"	0.80625
"ID_414762422729"	0.80625
"ID_286290119023"	0.80625
"ID_493779241710"	0.80625
"ID_974518277996"	0.80625
"ID_850234397478"	0.8
"ID_979873060193"	0.8
"ID_285941798978"	0.8
"ID_671248673727"	0.8
"ID_592758024108"	0.8
"ID_274835930241"	0.8
"ID_354973536243"	0.8
"ID_704352850283"	0.8
"ID_896821347250"	0.8
"ID_252383802716"	0.8
"ID_390801252979"	0.8
"ID_474114288098"	0.8
"ID_537306794728"	0.8
"ID_557545691616"	0.8
"ID_234790435217"	0.8
"ID_952029222321"	0.8
"ID_232097905982"	0.8
"ID_821884851308"	0.8
"ID_662179165316"	0.8
"ID_338420706167"	0.8
"ID_239981318098"	0.8
"ID_747657871734"	0.8
"ID_262174934317"	0.8
"ID_416920354179"	0.8
"ID_821988318778"	0.8
"ID_458212023628"	0.8
"ID_536905512371"	0.79375
"ID_122289001021"	0.79375
"ID_581142856684"	0.79375
"ID_470019854545"	0.79375
"ID_107325619509"	0.79375
"ID_340278108670"	0.79375
"ID_610462851641"	0.79375
"ID_466207559624"	0.79375
"ID_337276978296"	0.79375
"ID_662295304128"	0.79375
"ID_893542235249"	0.79375
"ID_718807405428"	0.79375
"ID_198346070246"	0.79375
"ID_820227776710"	0.79375
"ID_789427928249"	0.79375
"ID_144299486486"	0.79375
"ID_858536859070"	0.79375
"ID_366261436868"	0.79375
"ID_916458952388"	0.79375
"ID_725994484651"	0.79375
"ID_990987720709"	0.79375
"ID_943013425564"	0.79375
"ID_197786657418"	0.79375
"ID_999362070113"	0.79375
"ID_724000447068"	0.79375
"ID_209879027544"	0.79375
"ID_809912085491"	0.79375
"ID_866195562000"	0.79375
"ID_608807106413"	0.79375
"ID_662642398320"	0.79375
"ID_832191349674"	0.79375
"ID_720093128188"	0.7875
"ID_123113151650"	0.7875
"ID_667830632938"	0.7875
"ID_123948587256"	0.7875
"ID_864684822860"	0.7875
"ID_242899788657"	0.7875
"ID_431905443143"	0.7875
"ID_955028356544"	0.7875
"ID_901025496563"	0.7875
"ID_325766246033"	0.7875
"ID_115579924134"	0.7875
"ID_539725159453"	0.7875
"ID_142598012529"	0.7875
"ID_333828939932"	0.7875
"ID_342171798945"	0.7875
"ID_953775863840"	0.7875
"ID_933273823808"	0.7875
"ID_826445930138"	0.7875
"ID_799969290057"	0.7875
"ID_882236027290"	0.7875
"ID_900387487048"	0.7875
"ID_766183642143"	0.7875
"ID_100983927306"	0.7875
"ID_585500523907"	0.7875
"ID_907149051832"	0.7875
"ID_673427549877"	0.7875
"ID_766648666359"	0.7875
"ID_969156439914"	0.7875
"ID_293554473945"	0.7875
"ID_898398867109"	0.7875
"ID_188480058493"	0.7875
"ID_226987044712"	0.7875
"ID_673544315656"	0.7875
"ID_548360279085"	0.78125
"ID_586962243583"	0.78125
"ID_794418100591"	0.78125
"ID_380651532244"	0.78125
"ID_342975427743"	0.78125
"ID_186863965535"	0.78125
"ID_257249290476"	0.78125
"ID_509152517146"	0.78125
"ID_447590565610"	0.78125
"ID_676813037031"	0.78125
"ID_251312057372"	0.78125
"ID_715499214928"	0.78125
"ID_406446356050"	0.78125
"ID_466633081188"	0.78125
"ID_837156649557"	0.78125
"ID_216737763731"	0.78125
"ID_482533152952"	0.78125
"ID_813397992874"	0.78125
"ID_881779037128"	0.78125
"ID_205774981624"	0.78125
"ID_941810278800"	0.775
"ID_953112112243"	0.775
"ID_263079488772"	0.775
"ID_856547268087"	0.775
"ID_863803357614"	0.775
"ID_675592519611"	0.775
"ID_739857360832"	0.775
"ID_904140267942"	0.775
"ID_667737100538"	0.775
"ID_700732510584"	0.775
"ID_236492987506"	0.775
"ID_971545626396"	0.775
"ID_214936303308"	0.775
"ID_844859567445"	0.775
"ID_601690456551"	0.775
"ID_576720769506"	0.76875
"ID_987314118625"	0.76875
"ID_489430496185"	0.76875
"ID_565293576319"	0.76875
"ID_275582961075"	0.76875
"ID_709558278699"	0.76875
"ID_407293271091"	0.76875
"ID_515220334015"	0.76875
"ID_563173707511"	0.76875
"ID_403361621640"	0.76875
"ID_229808617537"	0.76875
"ID_233510689174"	0.76875
"ID_702147330997"	0.76875
"ID_507592245148"	0.76875
"ID_804178925745"	0.76875
"ID_521756648143"	0.76875
"ID_424747682980"	0.76875
"ID_901661447483"	0.7625
"ID_598383998591"	0.7625
"ID_655043932775"	0.7625
"ID_418744608350"	0.7625
"ID_614285246336"	0.7625
"ID_160681761178"	0.7625
"ID_530601506043"	0.7625
"ID_627054625297"	0.7625
"ID_996943235163"	0.7625
"ID_601417714451"	0.7625
"ID_353705255805"	0.7625
"ID_507681488948"	0.7625
"ID_741127971858"	0.7625
"ID_136834226147"	0.7625
"ID_272143257257"	0.7625
"ID_526955215552"	0.7625
"ID_425666750281"	0.7625
"ID_503919472873"	0.75625
"ID_999790277658"	0.75625
"ID_943457365522"	0.75625
"ID_700107253715"	0.75625
"ID_247983728511"	0.75625
"ID_333629941816"	0.75625
"ID_415274058709"	0.75625
"ID_222822221193"	0.75625
"ID_445851944315"	0.75625
"ID_804512786588"	0.75625
"ID_473780832521"	0.75625
"ID_567723622484"	0.75625
"ID_494503512743"	0.75625
"ID_545893183651"	0.75625
"ID_415507772572"	0.75625
"ID_337968363770"	0.75625
"ID_277655818303"	0.75625
"ID_982982320889"	0.75625
"ID_239749221522"	0.75625
"ID_352801942291"	0.75625
"ID_177721809911"	0.75625
"ID_527172868851"	0.75625
"ID_815124288162"	0.75625
"ID_880256221760"	0.75625
"ID_547512840595"	0.75625
"ID_498216415475"	0.75625
"ID_834051422651"	0.75625
"ID_922344538720"	0.75
"ID_468666421095"	0.75
"ID_671287909416"	0.75
"ID_475788729580"	0.75
"ID_970214230646"	0.75
"ID_906002273786"	0.75
"ID_851940898063"	0.75
"ID_536649391584"	0.75
"ID_676423309546"	0.75
"ID_719233115585"	0.75
"ID_882184018000"	0.75
"ID_325577259262"	0.75
"ID_152869043291"	0.75
"ID_613436304132"	0.75
"ID_770101727578"	0.75
"ID_508105348380"	0.75
"ID_485615142288"	0.75
"ID_298353849444"	0.75
"ID_515304319847"	0.75
"ID_345007540120"	0.75
"ID_473730013880"	0.75
"ID_349643175979"	0.75
"ID_605389636432"	0.74375
"ID_572571732044"	0.74375
"ID_467632944587"	0.74375
"ID_722282907517"	0.74375
"ID_781476560273"	0.74375
"ID_359829947660"	0.74375
"ID_397328697796"	0.74375
"ID_468782218345"	0.74375
"ID_731716670809"	0.74375
"ID_807082452628"	0.74375
"ID_271063635438"	0.74375
"ID_254462751911"	0.74375
"ID_290253198096"	0.74375
"ID_218071124618"	0.74375
"ID_476985483047"	0.74375
"ID_245373408145"	0.74375
"ID_183415578065"	0.74375
"ID_990547801550"	0.74375
"ID_342964208146"	0.74375
"ID_438683139737"	0.74375
"ID_715731560865"	0.74375
"ID_875344015367"	0.74375
"ID_341861998356"	0.74375
"ID_384611625683"	0.74375
"ID_273676065110"	0.74375
"ID_895601345736"	0.74375
"ID_554888238970"	0.74375
"ID_446907358359"	0.74375
"ID_423581221711"	0.74375
"ID_547929932060"	0.7375
"ID_501196031599"	0.7375
"ID_685665438644"	0.7375
"ID_467752751320"	0.7375
"ID_865396316939"	0.7375
"ID_153110998242"	0.7375
"ID_905864257787"	0.7375
"ID_778121022497"	0.7375
"ID_335784697782"	0.7375
"ID_103573502043"	0.7375
"ID_904268273853"	0.7375
"ID_108549228594"	0.7375
"ID_219857347999"	0.7375
"ID_547516056312"	0.7375
"ID_568632415667"	0.7375
"ID_837215130095"	0.7375
"ID_706385723737"	0.7375
"ID_875082126574"	0.7375
"ID_787732549192"	0.7375
"ID_558457496417"	0.7375
"ID_430382406912"	0.7375
"ID_965288109875"	0.7375
"ID_432020584090"	0.7375
"ID_937951476890"	0.7375
"ID_337401936547"	0.73125
"ID_271720821071"	0.73125
"ID_862227625196"	0.73125
"ID_159715783298"	0.73125
"ID_601290273062"	0.73125
"ID_983432421546"	0.73125
"ID_135272707341"	0.73125
"ID_521756966236"	0.73125
"ID_886067953047"	0.73125
"ID_231794463485"	0.73125
"ID_569595602792"	0.73125
"ID_790800177814"	0.73125
"ID_922288481389"	0.73125
"ID_450136184390"	0.73125
"ID_340868719779"	0.73125
"ID_434308678533"	0.73125
"ID_440533558019"	0.73125
"ID_281506563947"	0.73125
"ID_506680028376"	0.73125
"ID_417233444665"	0.73125
"ID_120088528479"	0.73125
"ID_374614310160"	0.73125
"ID_883523169944"	0.73125
"ID_142461194304"	0.725
"ID_244425189004"	0.725
"ID_706020702750"	0.725
"ID_421988042361"	0.725
"ID_275997081155"	0.725
"ID_263892506977"	0.725
"ID_748450974956"	0.725
"ID_512265132280"	0.725
"ID_477757273185"	0.725
"ID_821255809591"	0.725
"ID_131333064908"	0.725
"ID_923949104046"	0.725
"ID_802582804348"	0.725
"ID_968153766481"	0.725
"ID_662580673985"	0.725
"ID_976567676373"	0.725
"ID_457064383923"	0.725
"ID_668087851334"	0.725
"ID_700261805533"	0.725
"ID_866219328049"	0.725
"ID_268498269733"	0.725
"ID_902124705213"	0.725
"ID_446307463034"	0.725
"ID_872117057663"	0.725
"ID_770750859459"	0.725
"ID_149999605608"	0.725
"ID_184416378981"	0.725
"ID_878364686472"	0.725
"ID_857822236446"	0.725
"ID_110287746792"	0.725
"ID_265859764798"	0.725
"ID_967058408059"	0.725
"ID_593379900555"	0.725
"ID_869699533223"	0.725
"ID_463935290214"	0.725
"ID_209865455567"	0.725
"ID_198389349784"	0.725
"ID_392726413111"	0.725
"ID_658872508285"	0.725
"ID_185044177242"	0.725
"ID_523508744605"	0.725
"ID_534020297850"	0.725
"ID_334829740848"	0.725
"ID_831143214475"	0.725
"ID_365567709490"	0.725
"ID_378451673676"	0.725
"ID_243398728149"	0.725
